"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y", "h"
2247, -1.500000000000000e+01, -1.362000000000003e+01, 2.834368410823104e-01, 5.668736821646208e-01, 0.000000000000000e+00, -6.487472979841081e-05, 0.000000000000000e+00
2248, -1.500000000000000e+01, -1.359000000000003e+01, 2.872638167458429e-01, 5.745276334916859e-01, 0.000000000000000e+00, -6.440353504356241e-05, 0.000000000000000e+00
2249, -1.500000000000000e+01, -1.356000000000003e+01, 2.907409871834281e-01, 5.814819743668562e-01, 0.000000000000000e+00, -6.328426296332494e-05, 0.000000000000000e+00
2250, -1.500000000000000e+01, -1.353000000000003e+01, 2.950504352698769e-01, 5.901008705397538e-01, 0.000000000000000e+00, -6.209245565929469e-05, 0.000000000000000e+00
2251, -1.500000000000000e+01, -1.350000000000003e+01, 2.997111441104922e-01, 5.994222882209844e-01, 0.000000000000000e+00, -6.193507664958797e-05, 0.000000000000000e+00
2252, -1.500000000000000e+01, -1.347000000000003e+01, 3.047807754201241e-01, 6.095615508402481e-01, 0.000000000000000e+00, -6.272030741000355e-05, 0.000000000000000e+00
2253, -1.500000000000000e+01, -1.344000000000003e+01, 3.098394052465402e-01, 6.196788104930805e-01, 0.000000000000000e+00, -6.258764043689493e-05, 0.000000000000000e+00
2254, -1.500000000000000e+01, -1.341000000000003e+01, 3.145817269708441e-01, 6.291634539416883e-01, 0.000000000000000e+00, -6.230406303329919e-05, 0.000000000000000e+00
2255, -1.500000000000000e+01, -1.338000000000003e+01, 3.180446284268204e-01, 6.360892568536408e-01, 0.000000000000000e+00, -6.330404745046705e-05, 0.000000000000000e+00
2256, -1.500000000000000e+01, -1.335000000000004e+01, 3.203436038134678e-01, 6.406872076269357e-01, 0.000000000000000e+00, -6.375786312680898e-05, 0.000000000000000e+00
2257, -1.500000000000000e+01, -1.332000000000004e+01, 3.226825457246700e-01, 6.453650914493401e-01, 0.000000000000000e+00, -6.204596058469036e-05, 0.000000000000000e+00
2258, -1.500000000000000e+01, -1.329000000000004e+01, 3.263564980364582e-01, 6.527129960729164e-01, 0.000000000000000e+00, -5.946679804110735e-05, 0.000000000000000e+00
