"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y", "h"
1326, -1.128000000000008e+01, 1.500000000000000e+01, -5.352927351889519e-01, -1.070585470377904e+00, -1.509391657592373e-05, 0.000000000000000e+00, 0.000000000000000e+00
1327, -1.125000000000008e+01, 1.500000000000000e+01, -5.347388947426647e-01, -1.069477789485329e+00, -1.519249664323767e-05, 0.000000000000000e+00, 0.000000000000000e+00
1328, -1.122000000000008e+01, 1.500000000000000e+01, -5.342606556833837e-01, -1.068521311366767e+00, -1.530685218572653e-05, 0.000000000000000e+00, 0.000000000000000e+00
1329, -1.119000000000008e+01, 1.500000000000000e+01, -5.335811675866836e-01, -1.067162335173367e+00, -1.511561508793770e-05, 0.000000000000000e+00, 0.000000000000000e+00
1330, -1.116000000000008e+01, 1.500000000000000e+01, -5.327383845852907e-01, -1.065476769170581e+00, -1.497687189432928e-05, 0.000000000000000e+00, 0.000000000000000e+00
1331, -1.113000000000008e+01, 1.500000000000000e+01, -5.319897161925620e-01, -1.063979432385124e+00, -1.448970495605175e-05, 0.000000000000000e+00, 0.000000000000000e+00
1332, -1.110000000000008e+01, 1.500000000000000e+01, -5.315617360311951e-01, -1.063123472062390e+00, -1.406775275001134e-05, 0.000000000000000e+00, 0.000000000000000e+00
1333, -1.107000000000008e+01, 1.500000000000000e+01, -5.312584001073122e-01, -1.062516800214624e+00, -1.417065264878280e-05, 0.000000000000000e+00, 0.000000000000000e+00
1334, -1.104000000000008e+01, 1.500000000000000e+01, -5.309134440462071e-01, -1.061826888092414e+00, -1.458568907305533e-05, 0.000000000000000e+00, 0.000000000000000e+00
1335, -1.101000000000008e+01, 1.500000000000000e+01, -5.303100473703222e-01, -1.060620094740644e+00, -1.466548723216580e-05, 0.000000000000000e+00, 0.000000000000000e+00
1336, -1.098000000000009e+01, 1.500000000000000e+01, -5.299370480942468e-01, -1.059874096188494e+00, -1.431993766894047e-05, 0.000000000000000e+00, 0.000000000000000e+00
1337, -1.095000000000009e+01, 1.500000000000000e+01, -5.296580661945940e-01, -1.059316132389188e+00, -1.420932215896479e-05, 0.000000000000000e+00, 0.000000000000000e+00
1338, -1.092000000000009e+01, 1.500000000000000e+01, -5.293944278605441e-01, -1.058788855721088e+00, -1.433031014747605e-05, 0.000000000000000e+00, 0.000000000000000e+00
1339, -1.089000000000009e+01, 1.500000000000000e+01, -5.290742300224277e-01, -1.058148460044855e+00, -1.408195819716053e-05, 0.000000000000000e+00, 0.000000000000000e+00
1340, -1.086000000000009e+01, 1.500000000000000e+01, -5.286670903492248e-01, -1.057334180698450e+00, -1.421316487594803e-05, 0.000000000000000e+00, 0.000000000000000e+00
1341, -1.083000000000009e+01, 1.500000000000000e+01, -5.280569651379575e-01, -1.056113930275915e+00, -1.467135768608563e-05, 0.000000000000000e+00, 0.000000000000000e+00
1342, -1.080000000000009e+01, 1.500000000000000e+01, -5.276068709037236e-01, -1.055213741807447e+00, -1.451344763431721e-05, 0.000000000000000e+00, 0.000000000000000e+00
1343, -1.077000000000009e+01, 1.500000000000000e+01, -5.271198915238271e-01, -1.054239783047654e+00, -1.421704335073607e-05, 0.000000000000000e+00, 0.000000000000000e+00
1344, -1.074000000000009e+01, 1.500000000000000e+01, -5.266336806354910e-01, -1.053267361270982e+00, -1.452216365231258e-05, 0.000000000000000e+00, 0.000000000000000e+00
1345, -1.071000000000009e+01, 1.500000000000000e+01, -5.261469210912152e-01, -1.052293842182430e+00, -1.475644640281098e-05, 0.000000000000000e+00, 0.000000000000000e+00
1346, -1.068000000000009e+01, 1.500000000000000e+01, -5.256453240029378e-01, -1.051290648005876e+00, -1.421144699068901e-05, 0.000000000000000e+00, 0.000000000000000e+00
1347, -1.065000000000009e+01, 1.500000000000000e+01, -5.252129604083257e-01, -1.050425920816651e+00, -1.374693560933397e-05, 0.000000000000000e+00, 0.000000000000000e+00
1348, -1.062000000000009e+01, 1.500000000000000e+01, -5.249162809174814e-01, -1.049832561834963e+00, -1.353432942938881e-05, 0.000000000000000e+00, 0.000000000000000e+00
1349, -1.059000000000010e+01, 1.500000000000000e+01, -5.246368943287756e-01, -1.049273788657551e+00, -1.354145476351528e-05, 0.000000000000000e+00, 0.000000000000000e+00
1350, -1.056000000000009e+01, 1.500000000000000e+01, -5.241580309889923e-01, -1.048316061977985e+00, -1.396081051108767e-05, 0.000000000000000e+00, 0.000000000000000e+00
1351, -1.053000000000010e+01, 1.500000000000000e+01, -5.235363858283351e-01, -1.047072771656670e+00, -1.446997146163994e-05, 0.000000000000000e+00, 0.000000000000000e+00
1352, -1.050000000000010e+01, 1.500000000000000e+01, -5.232588330591071e-01, -1.046517666118214e+00, -1.408959422887939e-05, 0.000000000000000e+00, 0.000000000000000e+00
1353, -1.047000000000010e+01, 1.500000000000000e+01, -5.230090978744623e-01, -1.046018195748925e+00, -1.357413433562093e-05, 0.000000000000000e+00, 0.000000000000000e+00
1354, -1.044000000000010e+01, 1.500000000000000e+01, -5.227214840486785e-01, -1.045442968097357e+00, -1.377313157218882e-05, 0.000000000000000e+00, 0.000000000000000e+00
1355, -1.041000000000010e+01, 1.500000000000000e+01, -5.222996030843311e-01, -1.044599206168662e+00, -1.394779812557592e-05, 0.000000000000000e+00, 0.000000000000000e+00
1356, -1.038000000000010e+01, 1.500000000000000e+01, -5.218249591908615e-01, -1.043649918381723e+00, -1.343349193585394e-05, 0.000000000000000e+00, 0.000000000000000e+00
1357, -1.035000000000010e+01, 1.500000000000000e+01, -5.214826395184772e-01, -1.042965279036954e+00, -1.302540655007094e-05, 0.000000000000000e+00, 0.000000000000000e+00
1358, -1.032000000000010e+01, 1.500000000000000e+01, -5.211793682455673e-01, -1.042358736491135e+00, -1.297563755503057e-05, 0.000000000000000e+00, 0.000000000000000e+00
1359, -1.029000000000010e+01, 1.500000000000000e+01, -5.207803421160490e-01, -1.041560684232098e+00, -1.314248662955657e-05, 0.000000000000000e+00, 0.000000000000000e+00
1360, -1.026000000000010e+01, 1.500000000000000e+01, -5.203494040981128e-01, -1.040698808196226e+00, -1.345051749647232e-05, 0.000000000000000e+00, 0.000000000000000e+00
1361, -1.023000000000010e+01, 1.500000000000000e+01, -5.198723891728294e-01, -1.039744778345659e+00, -1.386071862548032e-05, 0.000000000000000e+00, 0.000000000000000e+00
1362, -1.020000000000010e+01, 1.500000000000000e+01, -5.197859005740516e-01, -1.039571801148103e+00, -1.363027044895609e-05, 0.000000000000000e+00, 0.000000000000000e+00
1363, -1.017000000000010e+01, 1.500000000000000e+01, -5.196155699103472e-01, -1.039231139820694e+00, -1.335768712003723e-05, 0.000000000000000e+00, 0.000000000000000e+00
1364, -1.014000000000010e+01, 1.500000000000000e+01, -5.192354369589012e-01, -1.038470873917802e+00, -1.381293797274799e-05, 0.000000000000000e+00, 0.000000000000000e+00
1365, -1.011000000000010e+01, 1.500000000000000e+01, -5.187834006419956e-01, -1.037566801283991e+00, -1.418159163931936e-05, 0.000000000000000e+00, 0.000000000000000e+00
1366, -1.008000000000010e+01, 1.500000000000000e+01, -5.183391240710772e-01, -1.036678248142154e+00, -1.367870182952469e-05, 0.000000000000000e+00, 0.000000000000000e+00
1367, -1.005000000000011e+01, 1.500000000000000e+01, -5.180078228093665e-01, -1.036015645618733e+00, -1.323812982631508e-05, 0.000000000000000e+00, 0.000000000000000e+00
1368, -1.002000000000011e+01, 1.500000000000000e+01, -5.177364572067079e-01, -1.035472914413416e+00, -1.319135859686388e-05, 0.000000000000000e+00, 0.000000000000000e+00
1369, -9.990000000000107e+00, 1.500000000000000e+01, -5.173839493286556e-01, -1.034767898657311e+00, -1.334723478300633e-05, 0.000000000000000e+00, 0.000000000000000e+00
1370, -9.960000000000107e+00, 1.500000000000000e+01, -5.168648708959636e-01, -1.033729741791927e+00, -1.383253945049487e-05, 0.000000000000000e+00, 0.000000000000000e+00
1371, -9.930000000000108e+00, 1.500000000000000e+01, -5.163008217837127e-01, -1.032601643567425e+00, -1.429245383785602e-05, 0.000000000000000e+00, 0.000000000000000e+00
1372, -9.900000000000109e+00, 1.500000000000000e+01, -5.160034955879880e-01, -1.032006991175976e+00, -1.381111646723659e-05, 0.000000000000000e+00, 0.000000000000000e+00
1373, -9.870000000000109e+00, 1.500000000000000e+01, -5.157565284894704e-01, -1.031513056978941e+00, -1.324201580321507e-05, 0.000000000000000e+00, 0.000000000000000e+00
1374, -9.840000000000110e+00, 1.500000000000000e+01, -5.156119547545784e-01, -1.031223909509157e+00, -1.337421133737554e-05, 0.000000000000000e+00, 0.000000000000000e+00
1375, -9.810000000000111e+00, 1.500000000000000e+01, -5.153754129332766e-01, -1.030750825866553e+00, -1.357383329642599e-05, 0.000000000000000e+00, 0.000000000000000e+00
1376, -9.780000000000111e+00, 1.500000000000000e+01, -5.149646730333473e-01, -1.029929346066695e+00, -1.322694697404178e-05, 0.000000000000000e+00, 0.000000000000000e+00
1377, -9.750000000000112e+00, 1.500000000000000e+01, -5.146506751269523e-01, -1.029301350253905e+00, -1.286197048678523e-05, 0.000000000000000e+00, 0.000000000000000e+00
1378, -9.720000000000113e+00, 1.500000000000000e+01, -5.143418741816026e-01, -1.028683748363205e+00, -1.259330107185227e-05, 0.000000000000000e+00, 0.000000000000000e+00
1379, -9.690000000000113e+00, 1.500000000000000e+01, -5.141287485323158e-01, -1.028257497064632e+00, -1.237264144985152e-05, 0.000000000000000e+00, 0.000000000000000e+00
1380, -9.660000000000114e+00, 1.500000000000000e+01, -5.140791939571215e-01, -1.028158387914243e+00, -1.229562106477399e-05, 0.000000000000000e+00, 0.000000000000000e+00
1381, -9.630000000000114e+00, 1.500000000000000e+01, -5.142059931292771e-01, -1.028411986258554e+00, -1.247124134720585e-05, 0.000000000000000e+00, 0.000000000000000e+00
1382, -9.600000000000115e+00, 1.500000000000000e+01, -5.142069149261846e-01, -1.028413829852369e+00, -1.259197277467120e-05, 0.000000000000000e+00, 0.000000000000000e+00
1383, -9.570000000000116e+00, 1.500000000000000e+01, -5.137785964971076e-01, -1.027557192994215e+00, -1.260356903878509e-05, 0.000000000000000e+00, 0.000000000000000e+00
1384, -9.540000000000116e+00, 1.500000000000000e+01, -5.135805082096777e-01, -1.027161016419355e+00, -1.256517859764330e-05, 0.000000000000000e+00, 0.000000000000000e+00
1385, -9.510000000000117e+00, 1.500000000000000e+01, -5.131924930768021e-01, -1.026384986153604e+00, -1.253953215924955e-05, 0.000000000000000e+00, 0.000000000000000e+00
1386, -9.480000000000118e+00, 1.500000000000000e+01, -5.127602887706402e-01, -1.025520577541280e+00, -1.239520274218902e-05, 0.000000000000000e+00, 0.000000000000000e+00
1387, -9.450000000000118e+00, 1.500000000000000e+01, -5.125250875294189e-01, -1.025050175058838e+00, -1.238057740955439e-05, 0.000000000000000e+00, 0.000000000000000e+00
1388, -9.420000000000119e+00, 1.500000000000000e+01, -5.124333111669667e-01, -1.024866622333933e+00, -1.269731420641163e-05, 0.000000000000000e+00, 0.000000000000000e+00
1389, -9.390000000000120e+00, 1.500000000000000e+01, -5.121297199839749e-01, -1.024259439967950e+00, -1.307120769728512e-05, 0.000000000000000e+00, 0.000000000000000e+00
1390, -9.360000000000120e+00, 1.500000000000000e+01, -5.114844929348058e-01, -1.022968985869612e+00, -1.323020365478721e-05, 0.000000000000000e+00, 0.000000000000000e+00
1391, -9.330000000000121e+00, 1.500000000000000e+01, -5.109986932107347e-01, -1.021997386421469e+00, -1.328783339679180e-05, 0.000000000000000e+00, 0.000000000000000e+00
1392, -9.300000000000122e+00, 1.500000000000000e+01, -5.106807731730006e-01, -1.021361546346001e+00, -1.326341723517716e-05, 0.000000000000000e+00, 0.000000000000000e+00
1393, -9.270000000000122e+00, 1.500000000000000e+01, -5.103349781193494e-01, -1.020669956238699e+00, -1.284136122486105e-05, 0.000000000000000e+00, 0.000000000000000e+00
1394, -9.240000000000123e+00, 1.500000000000000e+01, -5.100621578959573e-01, -1.020124315791915e+00, -1.259379459110905e-05, 0.000000000000000e+00, 0.000000000000000e+00
1395, -9.210000000000123e+00, 1.500000000000000e+01, -5.097488162928538e-01, -1.019497632585708e+00, -1.257423035187285e-05, 0.000000000000000e+00, 0.000000000000000e+00
1396, -9.180000000000124e+00, 1.500000000000000e+01, -5.092410129716093e-01, -1.018482025943219e+00, -1.270073182462878e-05, 0.000000000000000e+00, 0.000000000000000e+00
1397, -9.150000000000125e+00, 1.500000000000000e+01, -5.089938733320368e-01, -1.017987746664074e+00, -1.259262409458827e-05, 0.000000000000000e+00, 0.000000000000000e+00
1398, -9.120000000000125e+00, 1.500000000000000e+01, -5.090815483127969e-01, -1.018163096625594e+00, -1.260293809969266e-05, 0.000000000000000e+00, 0.000000000000000e+00
1399, -9.090000000000126e+00, 1.500000000000000e+01, -5.090756129195442e-01, -1.018151225839088e+00, -1.278073762920161e-05, 0.000000000000000e+00, 0.000000000000000e+00
1400, -9.060000000000127e+00, 1.500000000000000e+01, -5.086493516841172e-01, -1.017298703368234e+00, -1.281494867854386e-05, 0.000000000000000e+00, 0.000000000000000e+00
1401, -9.030000000000127e+00, 1.500000000000000e+01, -5.083841204361250e-01, -1.016768240872250e+00, -1.279535337408800e-05, 0.000000000000000e+00, 0.000000000000000e+00
1402, -9.000000000000128e+00, 1.500000000000000e+01, -5.082052643754010e-01, -1.016410528750802e+00, -1.279136305953005e-05, 0.000000000000000e+00, 0.000000000000000e+00
1403, -8.970000000000129e+00, 1.500000000000000e+01, -5.079024301506490e-01, -1.015804860301298e+00, -1.249328185885882e-05, 0.000000000000000e+00, 0.000000000000000e+00
1404, -8.940000000000129e+00, 1.500000000000000e+01, -5.074183949022385e-01, -1.014836789804477e+00, -1.238548202873545e-05, 0.000000000000000e+00, 0.000000000000000e+00
1405, -8.910000000000130e+00, 1.500000000000000e+01, -5.069889422913214e-01, -1.013977884582643e+00, -1.217606310031075e-05, 0.000000000000000e+00, 0.000000000000000e+00
1406, -8.880000000000130e+00, 1.500000000000000e+01, -5.068344539644276e-01, -1.013668907928855e+00, -1.203540555147351e-05, 0.000000000000000e+00, 0.000000000000000e+00
1407, -8.850000000000131e+00, 1.500000000000000e+01, -5.067663792937274e-01, -1.013532758587455e+00, -1.218581066746998e-05, 0.000000000000000e+00, 0.000000000000000e+00
1408, -8.820000000000132e+00, 1.500000000000000e+01, -5.065586249232507e-01, -1.013117249846501e+00, -1.273483310337027e-05, 0.000000000000000e+00, 0.000000000000000e+00
1409, -8.790000000000132e+00, 1.500000000000000e+01, -5.063421148402240e-01, -1.012684229680448e+00, -1.281945777840316e-05, 0.000000000000000e+00, 0.000000000000000e+00
1410, -8.760000000000133e+00, 1.500000000000000e+01, -5.061077110230955e-01, -1.012215422046191e+00, -1.237474659485215e-05, 0.000000000000000e+00, 0.000000000000000e+00
1411, -8.730000000000134e+00, 1.500000000000000e+01, -5.059988281509091e-01, -1.011997656301818e+00, -1.240153511977218e-05, 0.000000000000000e+00, 0.000000000000000e+00
1412, -8.700000000000134e+00, 1.500000000000000e+01, -5.058382024616684e-01, -1.011676404923337e+00, -1.268093836058946e-05, 0.000000000000000e+00, 0.000000000000000e+00
1413, -8.670000000000135e+00, 1.500000000000000e+01, -5.054487270435752e-01, -1.010897454087150e+00, -1.263783107766544e-05, 0.000000000000000e+00, 0.000000000000000e+00
1414, -8.640000000000136e+00, 1.500000000000000e+01, -5.048911176946628e-01, -1.009782235389326e+00, -1.259416640797332e-05, 0.000000000000000e+00, 0.000000000000000e+00
1415, -8.610000000000136e+00, 1.500000000000000e+01, -5.044375836951226e-01, -1.008875167390245e+00, -1.227013232459744e-05, 0.000000000000000e+00, 0.000000000000000e+00
1416, -8.580000000000137e+00, 1.500000000000000e+01, -5.044547924961255e-01, -1.008909584992251e+00, -1.191426747424464e-05, 0.000000000000000e+00, 0.000000000000000e+00
1417, -8.550000000000137e+00, 1.500000000000000e+01, -5.045953592404279e-01, -1.009190718480856e+00, -1.187537423725365e-05, 0.000000000000000e+00, 0.000000000000000e+00
1418, -8.520000000000138e+00, 1.500000000000000e+01, -5.045025035038393e-01, -1.009005007007679e+00, -1.227194120416908e-05, 0.000000000000000e+00, 0.000000000000000e+00
1419, -8.490000000000139e+00, 1.500000000000000e+01, -5.042886991890538e-01, -1.008577398378108e+00, -1.243893691838465e-05, 0.000000000000000e+00, 0.000000000000000e+00
1420, -8.460000000000139e+00, 1.500000000000000e+01, -5.040959369397284e-01, -1.008191873879457e+00, -1.223687861793563e-05, 0.000000000000000e+00, 0.000000000000000e+00
1421, -8.430000000000140e+00, 1.500000000000000e+01, -5.038755888746085e-01, -1.007751177749217e+00, -1.248959335506855e-05, 0.000000000000000e+00, 0.000000000000000e+00
1422, -8.400000000000141e+00, 1.500000000000000e+01, -5.036030543648697e-01, -1.007206108729739e+00, -1.280851014290274e-05, 0.000000000000000e+00, 0.000000000000000e+00
1423, -8.370000000000141e+00, 1.500000000000000e+01, -5.033322531295241e-01, -1.006664506259048e+00, -1.257621928662197e-05, 0.000000000000000e+00, 0.000000000000000e+00
1424, -8.340000000000142e+00, 1.500000000000000e+01, -5.030955908448435e-01, -1.006191181689687e+00, -1.264198736353898e-05, 0.000000000000000e+00, 0.000000000000000e+00
1425, -8.310000000000143e+00, 1.500000000000000e+01, -5.027086483073202e-01, -1.005417296614640e+00, -1.307285129497617e-05, 0.000000000000000e+00, 0.000000000000000e+00
1426, -8.280000000000143e+00, 1.500000000000000e+01, -5.024119314035791e-01, -1.004823862807158e+00, -1.298127477446313e-05, 0.000000000000000e+00, 0.000000000000000e+00
1427, -8.250000000000144e+00, 1.500000000000000e+01, -5.020838839362090e-01, -1.004167767872418e+00, -1.280638732255792e-05, 0.000000000000000e+00, 0.000000000000000e+00
1428, -8.220000000000145e+00, 1.500000000000000e+01, -5.017475513004293e-01, -1.003495102600859e+00, -1.317359913920162e-05, 0.000000000000000e+00, 0.000000000000000e+00
1429, -8.190000000000145e+00, 1.500000000000000e+01, -5.013937532326576e-01, -1.002787506465315e+00, -1.342146465635538e-05, 0.000000000000000e+00, 0.000000000000000e+00
1430, -8.160000000000146e+00, 1.500000000000000e+01, -5.010004255553887e-01, -1.002000851110777e+00, -1.293695205211765e-05, 0.000000000000000e+00, 0.000000000000000e+00
1431, -8.130000000000146e+00, 1.500000000000000e+01, -5.007380711192128e-01, -1.001476142238426e+00, -1.254131948037273e-05, 0.000000000000000e+00, 0.000000000000000e+00
1432, -8.100000000000147e+00, 1.500000000000000e+01, -5.006029695658898e-01, -1.001205939131780e+00, -1.246227871632110e-05, 0.000000000000000e+00, 0.000000000000000e+00
1433, -8.070000000000148e+00, 1.500000000000000e+01, -5.004464583967695e-01, -1.000892916793539e+00, -1.260122470026170e-05, 0.000000000000000e+00, 0.000000000000000e+00
1434, -8.040000000000148e+00, 1.500000000000000e+01, -5.001038727591024e-01, -1.000207745518205e+00, -1.293437120980640e-05, 0.000000000000000e+00, 0.000000000000000e+00
1435, -8.010000000000149e+00, 1.500000000000000e+01, -4.994732227049267e-01, -9.989464454098534e-01, -1.328332834804417e-05, 0.000000000000000e+00, 0.000000000000000e+00
1436, -7.980000000000149e+00, 1.500000000000000e+01, -4.991238886803377e-01, -9.982477773606755e-01, -1.303675204176901e-05, 0.000000000000000e+00, 0.000000000000000e+00
1437, -7.950000000000149e+00, 1.500000000000000e+01, -4.990584906099873e-01, -9.981169812199746e-01, -1.258340780550702e-05, 0.000000000000000e+00, 0.000000000000000e+00
1438, -7.920000000000148e+00, 1.500000000000000e+01, -4.991712046135267e-01, -9.983424092270533e-01, -1.250761061239242e-05, 0.000000000000000e+00, 0.000000000000000e+00
1439, -7.890000000000148e+00, 1.500000000000000e+01, -4.991471531519135e-01, -9.982943063038271e-01, -1.254308129901656e-05, 0.000000000000000e+00, 0.000000000000000e+00
1440, -7.860000000000148e+00, 1.500000000000000e+01, -4.991640336289552e-01, -9.983280672579103e-01, -1.216383373655780e-05, 0.000000000000000e+00, 0.000000000000000e+00
1441, -7.830000000000148e+00, 1.500000000000000e+01, -4.994705204190814e-01, -9.989410408381628e-01, -1.187467226463314e-05, 0.000000000000000e+00, 0.000000000000000e+00
1442, -7.800000000000147e+00, 1.500000000000000e+01, -4.997183390320657e-01, -9.994366780641314e-01, -1.183948448023912e-05, 0.000000000000000e+00, 0.000000000000000e+00
1443, -7.770000000000147e+00, 1.500000000000000e+01, -4.995517027372793e-01, -9.991034054745587e-01, -1.208771686715447e-05, 0.000000000000000e+00, 0.000000000000000e+00
1444, -7.740000000000147e+00, 1.500000000000000e+01, -4.993018592712063e-01, -9.986037185424127e-01, -1.242757351057202e-05, 0.000000000000000e+00, 0.000000000000000e+00
1445, -7.710000000000147e+00, 1.500000000000000e+01, -4.989838437825653e-01, -9.979676875651305e-01, -1.283261652678146e-05, 0.000000000000000e+00, 0.000000000000000e+00
1446, -7.680000000000146e+00, 1.500000000000000e+01, -4.989224237662740e-01, -9.978448475325480e-01, -1.260087208985107e-05, 0.000000000000000e+00, 0.000000000000000e+00
1447, -7.650000000000146e+00, 1.500000000000000e+01, -4.988410474571677e-01, -9.976820949143353e-01, -1.234127526973617e-05, 0.000000000000000e+00, 0.000000000000000e+00
1448, -7.620000000000146e+00, 1.500000000000000e+01, -4.986456996706357e-01, -9.972913993412713e-01, -1.270368139679163e-05, 0.000000000000000e+00, 0.000000000000000e+00
1449, -7.590000000000146e+00, 1.500000000000000e+01, -4.983690153403943e-01, -9.967380306807886e-01, -1.299859904926561e-05, 0.000000000000000e+00, 0.000000000000000e+00
1450, -7.560000000000145e+00, 1.500000000000000e+01, -4.981929164475492e-01, -9.963858328950983e-01, -1.255751732037415e-05, 0.000000000000000e+00, 0.000000000000000e+00
1451, -7.530000000000145e+00, 1.500000000000000e+01, -4.982224549359259e-01, -9.964449098718517e-01, -1.220619135153513e-05, 0.000000000000000e+00, 0.000000000000000e+00
1452, -7.500000000000145e+00, 1.500000000000000e+01, -4.980848549091973e-01, -9.961697098183946e-01, -1.227921378494586e-05, 0.000000000000000e+00, 0.000000000000000e+00
1453, -7.470000000000145e+00, 1.500000000000000e+01, -4.979575049434324e-01, -9.959150098868649e-01, -1.235602316040418e-05, 0.000000000000000e+00, 0.000000000000000e+00
1454, -7.440000000000144e+00, 1.500000000000000e+01, -4.977553083760525e-01, -9.955106167521051e-01, -1.276787750335753e-05, 0.000000000000000e+00, 0.000000000000000e+00
1455, -7.410000000000144e+00, 1.500000000000000e+01, -4.974034887786519e-01, -9.948069775573037e-01, -1.328960937847265e-05, 0.000000000000000e+00, 0.000000000000000e+00
1456, -7.380000000000144e+00, 1.500000000000000e+01, -4.973029411880892e-01, -9.946058823761784e-01, -1.305873970130725e-05, 0.000000000000000e+00, 0.000000000000000e+00
1457, -7.350000000000144e+00, 1.500000000000000e+01, -4.972949975736763e-01, -9.945899951473527e-01, -1.275183159460228e-05, 0.000000000000000e+00, 0.000000000000000e+00
1458, -7.320000000000143e+00, 1.500000000000000e+01, -4.972456442047946e-01, -9.944912884095892e-01, -1.310692035418047e-05, 0.000000000000000e+00, 0.000000000000000e+00
1459, -7.290000000000143e+00, 1.500000000000000e+01, -4.970679738462903e-01, -9.941359476925806e-01, -1.340684645058983e-05, 0.000000000000000e+00, 0.000000000000000e+00
1460, -7.260000000000143e+00, 1.500000000000000e+01, -4.967880488093268e-01, -9.935760976186536e-01, -1.298862553032161e-05, 0.000000000000000e+00, 0.000000000000000e+00
1461, -7.230000000000143e+00, 1.500000000000000e+01, -4.965928913102358e-01, -9.931857826204715e-01, -1.264661381479898e-05, 0.000000000000000e+00, 0.000000000000000e+00
1462, -7.200000000000142e+00, 1.500000000000000e+01, -4.963645744764217e-01, -9.927291489528435e-01, -1.253498009462206e-05, 0.000000000000000e+00, 0.000000000000000e+00
1463, -7.170000000000142e+00, 1.500000000000000e+01, -4.961695795124557e-01, -9.923391590249113e-01, -1.244300057309917e-05, 0.000000000000000e+00, 0.000000000000000e+00
1464, -7.140000000000142e+00, 1.500000000000000e+01, -4.962034933869665e-01, -9.924069867739330e-01, -1.238077159671684e-05, 0.000000000000000e+00, 0.000000000000000e+00
1465, -7.110000000000142e+00, 1.500000000000000e+01, -4.963867926117022e-01, -9.927735852234044e-01, -1.257925885739557e-05, 0.000000000000000e+00, 0.000000000000000e+00
1466, -7.080000000000141e+00, 1.500000000000000e+01, -4.965197748207920e-01, -9.930395496415840e-01, -1.283458533981203e-05, 0.000000000000000e+00, 0.000000000000000e+00
1467, -7.050000000000141e+00, 1.500000000000000e+01, -4.961706703427891e-01, -9.923413406855782e-01, -1.288607019830507e-05, 0.000000000000000e+00, 0.000000000000000e+00
1468, -7.020000000000141e+00, 1.500000000000000e+01, -4.961189874488339e-01, -9.922379748976679e-01, -1.279343470959057e-05, 0.000000000000000e+00, 0.000000000000000e+00
1469, -6.990000000000141e+00, 1.500000000000000e+01, -4.959628144738938e-01, -9.919256289477877e-01, -1.269979288746907e-05, 0.000000000000000e+00, 0.000000000000000e+00
1470, -6.960000000000140e+00, 1.500000000000000e+01, -4.960310407596854e-01, -9.920620815193708e-01, -1.254178839372944e-05, 0.000000000000000e+00, 0.000000000000000e+00
1471, -6.930000000000140e+00, 1.500000000000000e+01, -4.963222887380899e-01, -9.926445774761798e-01, -1.262486381126115e-05, 0.000000000000000e+00, 0.000000000000000e+00
1472, -6.900000000000140e+00, 1.500000000000000e+01, -4.964638977571785e-01, -9.929277955143569e-01, -1.303022813317253e-05, 0.000000000000000e+00, 0.000000000000000e+00
1473, -6.870000000000140e+00, 1.500000000000000e+01, -4.962757839695885e-01, -9.925515679391770e-01, -1.334536206764740e-05, 0.000000000000000e+00, 0.000000000000000e+00
1474, -6.840000000000139e+00, 1.500000000000000e+01, -4.962136764793894e-01, -9.924273529587788e-01, -1.343152334643567e-05, 0.000000000000000e+00, 0.000000000000000e+00
1475, -6.810000000000139e+00, 1.500000000000000e+01, -4.960433216733862e-01, -9.920866433467724e-01, -1.371294061202061e-05, 0.000000000000000e+00, 0.000000000000000e+00
1476, -6.780000000000139e+00, 1.500000000000000e+01, -4.961118761284843e-01, -9.922237522569687e-01, -1.379246378815707e-05, 0.000000000000000e+00, 0.000000000000000e+00
1477, -6.750000000000139e+00, 1.500000000000000e+01, -4.960405112916474e-01, -9.920810225832948e-01, -1.389487040294046e-05, 0.000000000000000e+00, 0.000000000000000e+00
1478, -6.720000000000138e+00, 1.500000000000000e+01, -4.955489439309826e-01, -9.910978878619653e-01, -1.413578530543948e-05, 0.000000000000000e+00, 0.000000000000000e+00
1479, -6.690000000000138e+00, 1.500000000000000e+01, -4.950581617536053e-01, -9.901163235072107e-01, -1.404543854244988e-05, 0.000000000000000e+00, 0.000000000000000e+00
1480, -6.660000000000138e+00, 1.500000000000000e+01, -4.950451165694669e-01, -9.900902331389337e-01, -1.385847125682126e-05, 0.000000000000000e+00, 0.000000000000000e+00
1481, -6.630000000000138e+00, 1.500000000000000e+01, -4.953373775213253e-01, -9.906747550426507e-01, -1.383919384011034e-05, 0.000000000000000e+00, 0.000000000000000e+00
1482, -6.600000000000137e+00, 1.500000000000000e+01, -4.957154178874269e-01, -9.914308357748538e-01, -1.402630056348672e-05, 0.000000000000000e+00, 0.000000000000000e+00
1483, -6.570000000000137e+00, 1.500000000000000e+01, -4.958695413319152e-01, -9.917390826638304e-01, -1.413399208038367e-05, 0.000000000000000e+00, 0.000000000000000e+00
1484, -6.540000000000137e+00, 1.500000000000000e+01, -4.954568932322916e-01, -9.909137864645833e-01, -1.428977381791609e-05, 0.000000000000000e+00, 0.000000000000000e+00
1485, -6.510000000000137e+00, 1.500000000000000e+01, -4.954502695323981e-01, -9.909005390647962e-01, -1.454968901592863e-05, 0.000000000000000e+00, 0.000000000000000e+00
